,name,link_to_all_reviews,Date First Available,Is Discontinued By Manufacturer,ASIN,Neck Material Type,Color Screen,Language:,Screen Size,Display Technology,Voice Command,Speaker Count,Fill Material,Product Dimensions,Wireless Communication Technology,Computer Memory Size,Connectivity Technology,Mfr Part Number,Release date,Manufacturer recommended age,Compatible Phone Models,Specific Uses for Product,Hardware Interface,Fretboard Material,Connector Type,Number of Strings,Batteries,Guitar Pickup Configuration,Color Name,Material Composition,Color,Wattage,Proficiency Level,Size,Scale Length,Musical Style,Is Dishwasher Safe,Domestic Shipping,Rated,Hardware Platform,Guitar Pick Thickness,Brand name,Voltage,Fabric Type,Pricing,Batteries Required,Package Weight,Our Recommended age,Output Wattage,Item Weight,Phone Standy Time (with data),Special Features,National Stock Number,Back Material,Item model number,Operating System,Compatible Devices,Mfg Recommended age,Headphones Jack,Manufacturer,Department,Item Package Dimensions L x W x H,Package Dimensions,Speaker Amplification Type,Phone Talk Time,Number of Keyboard Keys,Body Material,Guitar Bridge System,Form Factor,Material Type,Frequency,Supported Software,Top Material,Other display features,Included Components,Best Sellers Rank,Warranty,International Shipping,Power Source
2011,Cordable Replacement Cable for Skullcandy Hesh 2.0 On-Ear Headphones – Upgrade Lead/Cord with Remote Volume Control and Mic for iOS,https://www.amazon.com/Replacement-Cable-Skullcandy-Hesh-Headphones/product-reviews/B076KLRJY2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Atune Analog Bluetooth Headphones Wireless Active Noise CancellingHeadphones With Microphone Over-Ear Lightweight Foldable 20H Playtime Comfortable Protein Earpads micro-USB Charge PortTelescopic Arms,https://www.amazon.com/Headphones-Cancelling-Microphone-Lightweight-Comfortable/product-reviews/B07VD8SLM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"October 24, 2019",,B07VD8SLM4,,,,,,,,,6.57 x 3.23 x 8.15 inches,Bluetooth,,"Bluetooth, Wired",,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,1.24 pounds,,"Foldable, Microphone, Rechargable, Noise-Canceling, Wireless, Lightweight",,,SN-NC300,,,,3.5 mm,TT Innovation tec,,,,,,,,,,,,,,Wireless_display_on_website,,"#1,893 in Over-Ear Headphones",,,
2013,1M /3.3FT USB Type C Fast Charger Charging Power Supply Cable Cord Line Compatible with Bose Noise Cancelling Headphones 700 (White),https://www.amazon.com/Charger-Charging-Compatible-Cancelling-Headphones/product-reviews/B07X23SVD3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"August 29, 2019",,B07X23SVD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23 ounces,,,,,,,,,,Riocean,,,4.21 x 2.64 x 0.55 inches,,,,,,,,,,,,,"#2,848 in USB Cables",,,
2014,"SVYHUOK PS4 Xbox Gaming Headset for Kids GIFS, Light Foldable On-Ear Headphone Eadphones with Detachable Mic for Telephone Chat, PC, PS4, New Xbox One Controller, Cellphones",https://www.amazon.com/SVYHUOK-Headphone-Detachable-Controller-Cellphones/product-reviews/B07W6W6275/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"August 8, 2019",,B07W6W6275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4 ounces,,,,,,,,,,SVYHUOK,,,6 x 4.2 x 2.9 inches,,,,,,,,,,,,,"#8,453 in Video Games ( See Top 100 in Video Games ) #306 in PC Game Headsets",,,
2015,Headphones Stand: Holder Hanger Universal Acrylic Headset Organizer for Razer Rocketfish Omega Monster DNA Beats Bose Sony Sennheiser HD598 HD558 Skullcandy Panasonic Koss Shure AKG Earphones (Black),https://www.amazon.com/Headphones-Stand-Rocketfish-Sennheiser-Skullcandy/product-reviews/B01DJ8B0NK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"March 28, 2016",No,B01DJ8B0NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2 ounces,,,,,MUS270160,,,,,Long Run Technologies,,,8.9 x 5.7 x 2.8 inches,,,,,,,,,,,Wireless_display_on_website,,#105 in Headphone Stands & Hangers,,,
2016,"Aux Cord 30 Feet,Ruaeoda 3.5mm to 3.5 mm 1/8 Shielded AUX Headphone Cable Extension Male to Male Outdoor Auxillary Stereo Audio Cable Cord",https://www.amazon.com/Cable-Ruaeoda-3-5mm-Stereo-Audio/product-reviews/B076S1DMXT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"October 24, 2017",No,B076S1DMXT,,,,,,,,,7.09 x 5.51 x 1.18 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2 ounces,,,,,,,,,,Ruaeoda,,,,,,,,,,,,,,,,#113 in Stereo 1/4-inch & 1/8-inch Jack Cables,,,
2017,"True Wireless Earbuds, TCL SOCL500TWS Wireless Earbuds with Pumping Bass, Type-C Charging Case 26H Playtime, Bluetooth 5 Headphones, Secure Fit, Waterproof, Noise Isolation, One Step Pairing for Gym",https://www.amazon.com/TCL-SOCL500TWS-Bluetooth-Headphones-Waterproof/product-reviews/B087DYH27L/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"April 20, 2020",,B087DYH27L,,,,,,,,,,,,,,,,,,,,,,3 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,3.91 ounces,,,,,,,,,,TCL,Unisex-adult,,6.46 x 3.86 x 1.61 inches,,,,,,,,,,,,,"#2,932 in Earbud & In-Ear Headphones",,,
2018,"Plantronics BackBeat FIT 3100 True Wireless Earbuds, Sweatproof and Waterproof in Ear Workout Headphones, Black (Renewed)",https://www.amazon.com/Plantronics-BackBeat-Sweatproof-Waterproof-Headphones/product-reviews/B07NX25KXB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"February 19, 2019",No,B07NX25KXB,,,,,,,,,4.41 x 6.38 x 1.81 inches,Bluetooth,1 GB,Bluetooth,,,,,,,,,,1 Lithium ion batteries required. (included),,,,Black,,,,,,,,,,,,,,,,,,,0.8 ounces,,Sports-and-exercise,,,211855-99-cr,,,,,Plantronics,,,,,,,,,,,,,,Wireless_display_on_website,,"#1,367 in Earbud & In-Ear Headphones",,,
2019,"in-Ear Earphones,Wired Headphones with Mic and Noise Isolation,Ergonomic Comfort-Fit,3.5mm Jack (Black)",https://www.amazon.com/Earphones-Headphones-Isolation-Ergonomic-Comfort-Fit/product-reviews/B07L5SWCYC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"December 6, 2018",No,B07L5SWCYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44 ounces,,,,,4351531568,,,,,"HARUION ELECTRONICS CO.,LIMITED",Unisex-adult,,9.9 x 2.8 x 0.9 inches,,,,,,,,,,,,,"#3,943 in Earbud & In-Ear Headphones",,,
2020,Genuine Replacement Cable for SENNHEISER HD570 HD590 HD500 HD200 HD210 HD270 HD490Live HD490 (1-Sided Cable) EH2200 EH2270 Headphones,https://www.amazon.com/Genuine-Replacement-SENNHEISER-HD490Live-Headphones/product-reviews/B008JH72IO/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"July 10, 2012",No,B008JH72IO,,,,,,,,,6 x 2 x 4 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81 ounces,,,,,HP-0057,,,,,SENNHEISER,,,,,,,,,,,,,,,,"#8,881 in Headphone Accessories",,,
2021,Hard Case for Marshall Major 2 Major II Major 3 Major III MID Monitor Bluetooth Beats Solo3 Solo2 JBL J55 J55a J55i E45BT J56BT Duet Everest 300 Headphone Carrying Case for Beats Sony Bose Samsung,https://www.amazon.com/product-reviews/B07GDNLTSV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"August 13, 2018",No,B07GDNLTSV,,,,,,,,,6.5 x 6.3 x 3.15 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98 ounces,,,,,,,,,,Dirmoll,,,,,,,,,,,,,,,,"#4,202 in Headphone Cases",,,
2022,"Optoma NuForce BE6i Wireless Bluetooth Headphones with aptX, AAC and Long Battery Life, Grey",https://www.amazon.com/NuForce-BE6i-Bluetooth-Headphones-Grey/product-reviews/B01FWB1QAY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"June 10, 2016",No,B01FWB1QAY,,,,,,,,,1.06 x 0.51 x 1.04 inches,,,,,,,,,,,,,2 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,0.64 ounces,,,,,BE6i Grey,,,,,OPTOMA TECHNOLOGY,,,,,,,,,,,,,,,,"#6,074 in Earbud & In-Ear Headphones",,,
2023,Monster iSport Spirit Wireless Bluetooth Headphones in Ear Headset (137134-00),,"April 13, 2020",,B07T8H2WWK,,,,,,,,,0.01 x 0.01 x 0.01 inches,,,,,,,,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,6.3 ounces,,,,,137134-00,,,,,Monster,,,,,,,,,,,,,,,,"#21,939 in Earbud & In-Ear Headphones",,,
2024,Powerbeats Pro Totally Wireless Earphones - Apple H1 Chip - Black with AppleCare+ Bundle,https://www.amazon.com/Powerbeats-Pro-Totally-Wireless-Earphones/product-reviews/B0873ZRHR5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,Over The Ear Bluetooth Headphones -June & May Wireless Headphones Noise Cancelling Headset with Built in Microphone - Blue,https://www.amazon.com/Bluetooth-Headphones-May-Cancelling-Microphone/product-reviews/B071R61BFK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"April 12, 2017",No,B071R61BFK,,,,,,,,,8.5 x 8.5 x 2.99 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 ounces,,,,,JMHF-BLU,,,,,FRESHeTECH,,,,,,,,,,,,,,,,"#4,537 in Over-Ear Headphones",,,
2026,"Earpads for Audio-Technica ATH-M30, ATH-M35,ATH-M40x, ATH-M50, ATH-M50s, ATH-M50x ATH-MSR7 ATH-MSR7BK Headphones,Replacement Ear Pad/Ear Cushion/Ear Cups/Ear Cover/Earpads Repair Parts,Brown",https://www.amazon.com/Audio-Technica-ATH-M40x-ATH-MSR7BK-Headphones-Replacement/product-reviews/B07SPJCG1D/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"June 4, 2019",,B07SPJCG1D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76 ounces,,,,,,,,,,Tofun Official,,,3 x 2 x 1 inches,,,,,,,,,,,,,"#5,866 in Headphone Earpads",,,
2027,"Power Beats 3 by Dre Wireless in-Ear Headphone Ear Hook Replacement Parts Repairs - Black (Left, Right) (Left)",https://www.amazon.com/Power-Beats-Wireless-Headphone-Replacement/product-reviews/B07BJ2HTDM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"January 12, 2018",No,B07BJ2HTDM,,,,,,,,,3 x 1 x 0.5 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81 ounces,,,,,Power Beats 3,,,,,CentralSound Corp,,,,,,,,,,,,,,,,"#4,432 in Headphone Accessories",,,
2028,Replacement Game Headphone Microphone Detachable Mic Compatible for HyperX Cloud Alpha Gaming Headset,,"February 27, 2020",,B0856QYMLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.422 ounces,,,,,,,,,,QQC,,,5.24 x 2.72 x 0.51 inches,,,,,,,,,,,,,"#9,778 in Audio Headphones",,,
2029,"gorsun Active Noise Cancelling Headphones with 55 Hours Playtime, Bluetooth 5.0 Wireless Over Ear Headset with Hi-Fi Deep Bass, Bluetooth ANC Headphones with CVC 8.0 Mic",https://www.amazon.com/gorsun-Cancelling-Headphones-Playtime-Bluetooth/product-reviews/B07W5F2QX1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"August 14, 2019",,B07W5F2QX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35 pounds,,,,,M98,,,,,gorsun,,,8.7 x 7.8 x 3 inches,,,,,,,,,,,,,"#2,718 in Over-Ear Headphones",,,
2030,"Wireless Earbuds Bluetooth 5.0 Headphones Stereo Bass Bluetooth Earbuds CVC6.0 True Wireless Earbuds 24H Playtime with Charging Case Built-in Mic Compatible iPhone, Andriod, Airpods.",https://www.amazon.com/Wireless-Bluetooth-Headphones-Playtime-Compatible/product-reviews/B07ZPP95QG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"October 28, 2019",,B07ZPP95QG,,,,,,,,,,Bluetooth,,Wireless,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,White,,,,,,,,,,,,,,,,,,,0.159 ounces,,"Bluetooth 5.0, one-step pairing, 24 hours playtime in total, Hi-Fi sound quality, lightweight and comfortable",,,T12,,,,,ELECDOLPH,,,3.8 x 3 x 2 inches,,,,,,,,,,,Wireless_display_on_website,,#944 in Earbud & In-Ear Headphones,,,
2031,Bose QuietComfort 15 Acoustic Noise Cancelling Headphones,https://www.amazon.com/Bose-QuietComfort-Acoustic-Cancelling-Headphones/product-reviews/B00YSQBRZE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"April 15, 2015",No,B00YSQBRZE,,,,,,,,,1.5 x 5.98 x 7.52 inches,,,,,,,,,,,,,1 AAA batteries required.,,,,,,,,,,,,,,,,,,,,,,,6.8 ounces,,,,,FBA_733820-0010,,,,,BOSE,,,,,,,,,,,,,,,,"#2,869 in Over-Ear Headphones",,,
2032,"[Apple MFi Certified] iPhone Splitter Adapter Compatible with iPhone X Xs Max Xr 7 8 Plus Ipad Ipad, Dual Adapter for Headphone Jack Audio + Charge + Sync + Music Control Adapter Compatible iOS 12",https://www.amazon.com/Certified-Splitter-Adapter-Compatible-Headphone/product-reviews/B07VN8H1PP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"July 23, 2019",,B07VN8H1PP,,,,,,,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,0.81 ounces,,"Microphone, Noise Cancellation, Wind Noise Reduction, Stereo",,,,,,,,Tynokun,,,5.3 x 2 x 0.6 inches,,,,,,,,,,,Wireless_display_on_website,,#582 in Headphone Adapters,,,
2033,Bose Soundsport Free Wireless Charging Case (Midnight Blue),https://www.amazon.com/Bose-Soundsport-Wireless-Charging-Midnight/product-reviews/B07JJVC7T1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"October 12, 2018",No,B07JJVC7T1,,,,,,,,,,,,,,,,,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,5.6 ounces,,,,,781445-0020,,,,,BOSE,,,5.4 x 3.1 x 2.6 inches,,,,,,,,,,,,,#465 in Headphone Accessories,,,
2034,Headphones Adapter for iPhone 11 Headphone Jack Splitter 3.5mm Adapter Dongle Compatible with iPhone 7 / 7Plus / 8 / 8Plus / X/XR/Xs for All iOS Charging and Listening to Music,https://www.amazon.com/Headphones-Headphone-Splitter-Compatible-Listening/product-reviews/B084RPDDX7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"February 13, 2020",,B084RPDDX7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.634 ounces,,,,,,,,,,NiceFuse,,,2.8 x 2.2 x 0.1 inches,,,,,,,,,,,,,#423 in Headphone Adapters,,,
2035,VoiceJoy Female 3.5mm CTIA Smartphone Headset to Only Cisco RJ9 Adapter Cable - 3.5mm Stereo Headphone Converter to Cisco Office IP Phones 9961 7940 7941 7942 8841 8845 9941 etc,https://www.amazon.com/VoiceJoy-Auriculares-smartphone-convertidor-auriculares/product-reviews/B07226L59P/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"April 18, 2017",,B07226L59P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#12,186 in Electronics ( See Top 100 in Electronics ) #46,223 in Electronics Accessories & Supplies",,,
2036,"Bluetooth Wireless Earbuds Headphones with【24Hrs Charging Case】3D Stereo Semi-in-Ear Headphones IPX5 Waterproof Earpods Built-in Mic, Pop-ups Auto Pairing for iPhone/Android",,"May 9, 2020",,B088DKNC83,,,,,,,,,,,,,,,,,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,3.13 ounces,,,,,,,,,,DUCK-PG,,,3.54 x 3.54 x 1.38 inches,,,,,,,,,,,,,"#2,864 in Earbud & In-Ear Headphones",,,
2037,"EARSUN Upgrade Bose On-Ear 2 (OE2) Earpad Replacement Compatible with Bose OE2 OE2i SoundLink SoundTrue Ear Pads Cushion Muffs(On Ear Headphones ONLY), Khaki w/Blue L/R Scrim",https://www.amazon.com/OE2-Replacement-Compatible-Headphones-Khaki/product-reviews/B07TLNKG13/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"June 27, 2019",,B07TLNKG13,,,,,,,,,2.56 x 2.05 x 0.59 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97 ounces,,,,,OE2 Khaki,,,,,yeesin,,,,,,,,,,,,,,,,"#3,357 in Headphone Earpads",,,
2038,"TCL Elit300 in-Ear Earbuds Hi-Res Wired Dual Driver Headphones with Piezo Drivers and Built-in Mic – Midnight Blue, One Size (ELIT300BL)",https://www.amazon.com/TCL-Elit300-Earbuds-Headphones-Drivers/product-reviews/B07PP5649M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"April 7, 2019",,B07PP5649M,,,,,,,,,0.98 x 3.74 x 6.89 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2 ounces,,,,,ELIT300BL,,,,,TCL,,,,,,,,,,,,,,,,"#3,093 in Earbud & In-Ear Headphones",,,
2039,"Snyank Bluetooth 5.0 Wireless Earbuds with 2000 mAh Charging Case, Bluetooth Headphone with LED Display, IPX7 Waterproof, Stereo Earbuds, 65H Playtime, Built-in Mic for Sports",https://www.amazon.com/Snyank-Bluetooth-Wireless-Headphone-Waterproof/product-reviews/B085BY5QT1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"March 2, 2020",,B085BY5QT1,,,,,,,,,,,,,,,,,,,,,,3 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,5.3 ounces,,,,,,,,,,Snyank,,,7.68 x 5.59 x 1.81 inches,,,,,,,,,,,,,"#1,183 in Earbud & In-Ear Headphones",,,
2040,"Betron SN90 Wireless Earbuds, Bluetooth Sweatproof in-Ear Headphones with Microphone and Volume Control, 3 Pairs of Earbud for Running, Workout, Gym and Active Sports, Black",https://www.amazon.com/Betron-SN90-Sweatproof-Headphones-Microphone/product-reviews/B083V3FPWK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"January 14, 2020",No,B083V3FPWK,,,,,,,,,2 x 2 x 7 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2 ounces,,,,,SN90,,,,,Betron,,,,,,,,,,,,,,,,"#3,784 in Earbud & In-Ear Headphones",,,
2041,JVCHARX500 - JVC Style Full Headphone,https://www.amazon.com/JVCHARX500-JVC-STYLE-FULL-HEADPHONE/product-reviews/B0010M4M4C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"September 23, 2010",No,B0010M4M4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9 ounces,,,,,HA-RX500-E,,,,,JVC,,,,,,,,,,,,,,,,"#2,986 in On-Ear Headphones #5,376 in Over-Ear Headphones",,,
2042,"RHA MA650 Wireless Earbuds: Sweat-Proof Bluetooth in-Ear Headphones with 12hr Battery, 3 Year Warranty Included",https://www.amazon.com/RHA-MA650-Wireless-Earbuds-Ear/product-reviews/B074QKGG72/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"August 11, 2017",No,B074QKGG72,,,,,,,,,0.59 x 0.71 x 36.61 inches,,,,,,,,,,,,,1 Lithium Metal batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,1.16 ounces,,,,,601033,,,,,RHA TECHNOLOGIES LTD,,,,,,,,,,,,,,,,"#2,638 in Earbud & In-Ear Headphones",,,
2043,Beats by Dr. Dre BeatsX Wireless In-Ear Headphones - Black (Renewed),https://www.amazon.com/Beats-BeatsX-Wireless-Ear-Headphones/product-reviews/B06Y2D5M31/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"April 5, 2017",No,B06Y2D5M31,,,,,,,,,6 x 8 x 2 inches,,,,,,,,,,,,,1 Lithium ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,0.64 ounces,,,,,MLYE2LL/A,,,,,Beats,,,,,,,,,,,,,,,,#698 in Earbud & In-Ear Headphones,,,
2044,"Wholesale Kids Bulk Earbuds Headphones Earphones 30 Pack White Color for Schools, Libraries, Hospitals",https://www.amazon.com/Wholesale-Headphones-Earphones-Libraries-Hospitals/product-reviews/B077HV4KNW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"October 22, 2017",No,B077HV4KNW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8 ounces,,,,,,,,,,YFSFQS,,,6.2 x 4.3 x 2 inches,,,,,,,,,,,,,"#3,526 in Earbud & In-Ear Headphones",,,
2045,Wireless Earbuds Active Noise Cancelling | Boltune Enhanced Deep Bass Bluetooth Earbuds | Built-in 4 Mics |Touch Control | USB-C Quick Charge | IPX8 Waterproof,https://www.amazon.com/Wireless-Cancelling-Boltune-Bluetooth-Waterproof/product-reviews/B08395B6RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"December 29, 2019",,B08395B6RB,,,,,,,,,2.76 x 1.22 x 1.18 inches,,,,,,,,,,,,,1 Lithium ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,1.4 ounces,,,,,BT-BH023,,,,,Boltune,,,,,,,,,,,,,,,,#58 in Earbud & In-Ear Headphones,,,
2046,"3.5mm Male to Male Audio Aux Cable 50ft, AUX Cable for Beats Headphones, iPods, iPhones, iPads, Home/Car Stereos and More",https://www.amazon.com/3-5mm-Audio-Headphones-iPhones-Stereos/product-reviews/B083FFL986/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,JBL Reflect Mini 2 Wireless in-Ear Sport Headphones with Three-Button Remote and Microphone - Black,https://www.amazon.com/JBL-Wireless-Headphones-Three-Button-Microphone/product-reviews/B079YCNF41/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"February 20, 2018",No,B079YCNF41,,,,,,,,,6.6 x 4.3 x 2 inches,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,0.5 ounces,,,,,JBLREFMINI2BLK,,,,,JBL,,,,,,,,,,,,,,,,"#2,869 in Earbud & In-Ear Headphones",,,
2048,"Earpad for Beats Studio 1.0 (1st Gen) Headphone, Replacement Ear Pad/Ear Cushion/Ear Cups/Ear Cover/Earpads Repair Parts for Monster Beats by Dr.Dre Studio 1.0 Headset,Black",https://www.amazon.com/Headphone-Replacement-Cushion-Earpads-Monster/product-reviews/B07W8ZQT4Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"August 7, 2019",,B07W8ZQT4Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81 ounces,,,,,,,,,,Tofun Official,,,6.4 x 4 x 0.5 inches,,,,,,,,,,,,,#437 in Headphone Earpads,,,
2049,"SIMGOT EN700 PRO High Fidelity in-Ear Monitor Headphones with Detachable Cable, Sound Stereo IEM Earphones with Dynamic Balanced Driver, HiFi Earbuds Noise-Isolating Musician Headphones (Grey)",https://www.amazon.com/SIMGOT-Headphones-Detachable-Professional-Noise-Isolating/product-reviews/B07JNTFYR7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"October 25, 2018",No,B07JNTFYR7,,,,,,,,,7.91 x 5.15 x 1.88 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4 ounces,,,,,pro-red-black,,,,,SIMGOT,,,,,,,,,,,,,,,,"#8,725 in Earbud & In-Ear Headphones",,,
2050,"Wireless Bluetooth Earbuds Bluetooth 5.0 Headsets with【24Hrs Charging Case】 IPX5 Waterproof, 3D Stereo Headphones in-Ear Ear Buds Built-in Mic Headsets, Auto Pairing Earbuds for Android/iPhone",https://www.amazon.com/Wireless-Bluetooth-Headsets-Waterproof-Headphones/product-reviews/B088DCSZ6S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"May 9, 2020",,B088DCSZ6S,,,,,,,,,,,,,,,,,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,3.34 ounces,,,,,,,,,,SS100,,,3.94 x 3.94 x 1.38 inches,,,,,,,,,,,,,"#1,701 in Earbud & In-Ear Headphones",,,
2051,"Mpow Jaws Upgraded Gen-3 Bluetooth Headphones for Work from Home, Wireless Neckband Headphones 13H Playtime, Bluetooth Headset W/Call Vibrate & CVC 6.0 Noise Cancelling Mic, Magnetic Earbuds, Black",https://www.amazon.com/Mpow-Jaws-Gen-3-inal%C3%A1mbricos-reproducci%C3%B3n/product-reviews/B071WJYGH7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"June 5, 2017",No,B071WJYGH7,,,,,,,,,6.3 x 4.5 x 0.8 inches,,,,,,,,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,0.634 ounces,,,,,PAMPBH025AV-USAA4-PTX,,,,,Mpow,,,,,,,,,,,,,,,,#789 in Earbud & In-Ear Headphones,,,
2052,kwmobile 2X Earpads Compatible with Monster DNA Pro 2.0 - PU Leather Replacement Ear Pads for Headphones - Black,,"April 17, 2020",,B085463S7D,,,,,,,,,9.45 x 5.31 x 0.63 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31 ounces,,,,,51586.01_m000921,,,,,KW-Commerce,,,,,,,,,,,,,,,,"#1,703 in Headphone Earpads",,,
